#format:name ra_d dec_d i spi freq0
GSAT-8_(GAGAN/PRN_127) 232.61555028303644 4.485877639259429 100000.0 0.0 1575420000.0
GSAT-10_(GAGAN/PRN_128) 264.9922152036141 3.406057510795676 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(PRN_144) 261.5082053581325 1.4813658298718226 100000.0 0.0 1575420000.0
GPS_BIIF-8__(PRN_03) 248.7413887674423 -38.59921865626223 100000.0 0.0 1575420000.0
GPS_BIII-4__(PRN_14) 194.04713480290306 -19.295633513232158 100000.0 0.0 1575420000.0
GSAT0102_(GALILEO-FM2) 192.0895378102511 -45.51437873411324 100000.0 0.0 1575420000.0
GSAT0218_(GALILEO_22) 221.116623504495 0.2824355757904514 100000.0 0.0 1575420000.0
BEIDOU-2_G5_(C05) 236.7717920372228 4.373476604212372 100000.0 0.0 1575420000.0
BEIDOU-2_G6_(C02) 266.0050897289626 2.891449688332823 100000.0 0.0 1575420000.0
BEIDOU-3S_IGSO-1S_(C31) 281.9429761054156 -23.423901585800706 100000.0 0.0 1575420000.0
BEIDOU-3S_M2S_(C58) 235.8323752364759 -62.64679383594291 100000.0 0.0 1575420000.0
BEIDOU-2_IGSO-6_(C13) 255.01462401948936 -45.70324724947473 100000.0 0.0 1575420000.0
BEIDOU-3_M8_(C28) 273.49940918818623 -50.626052334529014 100000.0 0.0 1575420000.0
BEIDOU-3_M19_(C41) 256.9509063482872 -0.17820095990145784 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(C60) 261.5082053581325 1.4813658298718226 100000.0 0.0 1575420000.0
