#format:name ra_d dec_d i spi freq0
GSAT-8_(GAGAN/PRN_127) 232.56492913626104 4.487349920033764 100000.0 0.0 1575420000.0
GSAT-10_(GAGAN/PRN_128) 264.94170452444865 3.4061011620895534 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(PRN_144) 261.45766719133667 1.4839077069550728 100000.0 0.0 1575420000.0
GPS_BIIF-8__(PRN_03) 248.64684800850986 -38.50463559326596 100000.0 0.0 1575420000.0
GPS_BIII-4__(PRN_14) 193.97076093858647 -19.390872592100983 100000.0 0.0 1575420000.0
GSAT0102_(GALILEO-FM2) 192.0093069476625 -45.44140266133451 100000.0 0.0 1575420000.0
GSAT0218_(GALILEO_22) 221.06708925839862 0.1954220759119869 100000.0 0.0 1575420000.0
BEIDOU-2_G5_(C05) 236.7212594497215 4.376578835397991 100000.0 0.0 1575420000.0
BEIDOU-2_G6_(C02) 265.95471198038337 2.895405773991728 100000.0 0.0 1575420000.0
BEIDOU-3S_IGSO-1S_(C31) 281.90722029960597 -23.463028271041722 100000.0 0.0 1575420000.0
BEIDOU-3S_M2S_(C58) 235.61972776549402 -62.67338068025658 100000.0 0.0 1575420000.0
BEIDOU-2_IGSO-6_(C13) 254.96638736633187 -45.65991567525322 100000.0 0.0 1575420000.0
BEIDOU-3_M8_(C28) 273.38261272021253 -50.6960501810955 100000.0 0.0 1575420000.0
BEIDOU-3_M19_(C41) 256.89784219501433 -0.08088048833212254 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(C60) 261.45766719133667 1.4839077069550728 100000.0 0.0 1575420000.0
