#format:name ra_d dec_d i spi freq0
GSAT-8_(GAGAN/PRN_127) 231.99526629575578 4.503975071698727 100000.0 0.0 1575420000.0
GSAT-10_(GAGAN/PRN_128) 264.3732912074353 3.4065821601493567 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(PRN_144) 260.8889607954489 1.5128113187409484 100000.0 0.0 1575420000.0
GPS_BIIF-8__(PRN_03) 247.59515031130616 -37.42607184881068 100000.0 0.0 1575420000.0
GPS_BIII-4__(PRN_14) 193.10131730594367 -20.46719385291774 100000.0 0.0 1575420000.0
GSAT0102_(GALILEO-FM2) 191.11672517606576 -44.61052327875898 100000.0 0.0 1575420000.0
GSAT0218_(GALILEO_22) 220.5085804012022 -0.7912894508031303 100000.0 0.0 1575420000.0
BEIDOU-2_G5_(C05) 236.1526061212009 4.411674471568101 100000.0 0.0 1575420000.0
BEIDOU-2_G6_(C02) 265.38781886931366 2.9402570981292895 100000.0 0.0 1575420000.0
BEIDOU-3S_IGSO-1S_(C31) 281.5046372568777 -23.9056593245632 100000.0 0.0 1575420000.0
BEIDOU-3S_M2S_(C58) 233.1901981858986 -62.95309628984713 100000.0 0.0 1575420000.0
BEIDOU-2_IGSO-6_(C13) 254.42859733315808 -45.167061272258195 100000.0 0.0 1575420000.0
BEIDOU-3_M8_(C28) 272.0403215815436 -51.481645136522076 100000.0 0.0 1575420000.0
BEIDOU-3_M19_(C41) 256.302164933266 1.0212826080864692 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(C60) 260.8889607954489 1.5128113187409484 100000.0 0.0 1575420000.0
