#format:name ra_d dec_d i spi freq0
GSAT-8_(GAGAN/PRN_127) 232.81803618933475 4.479979939132874 100000.0 0.0 1575420000.0
GSAT-10_(GAGAN/PRN_128) 265.1942593344075 3.405884094734927 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(PRN_144) 261.71035932652813 1.471211783872917 100000.0 0.0 1575420000.0
GPS_BIIF-8__(PRN_03) 249.1218564512936 -38.97657670161802 100000.0 0.0 1575420000.0
GPS_BIII-4__(PRN_14) 194.35152049762704 -18.914254245391973 100000.0 0.0 1575420000.0
GSAT0102_(GALILEO-FM2) 192.41232008992915 -45.80572889815504 100000.0 0.0 1575420000.0
GSAT0218_(GALILEO_22) 221.31460510999526 0.6304029981819058 100000.0 0.0 1575420000.0
BEIDOU-2_G5_(C05) 236.97392255243986 4.361062032896314 100000.0 0.0 1575420000.0
BEIDOU-2_G6_(C02) 266.2066032946454 2.8756285340644347 100000.0 0.0 1575420000.0
BEIDOU-3S_IGSO-1S_(C31) 282.0858004857181 -23.267280855663174 100000.0 0.0 1575420000.0
BEIDOU-3S_M2S_(C58) 236.6794130979201 -62.53739606566689 100000.0 0.0 1575420000.0
BEIDOU-2_IGSO-6_(C13) 255.20827057304774 -45.8763167971795 100000.0 0.0 1575420000.0
BEIDOU-3_M8_(C28) 273.96342249102355 -50.34498532252132 100000.0 0.0 1575420000.0
BEIDOU-3_M19_(C41) 257.1634164188099 -0.5675888487068619 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(C60) 261.71035932652813 1.471211783872917 100000.0 0.0 1575420000.0
