#format:name ra_d dec_d i spi freq0
GSAT-8_(GAGAN/PRN_127) 232.71679333758314 4.482929944139773 100000.0 0.0 1575420000.0
GSAT-10_(GAGAN/PRN_128) 265.09323729063834 3.4059708247865177 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(PRN_144) 261.60928193150033 1.476285832376664 100000.0 0.0 1575420000.0
GPS_BIIF-8__(PRN_03) 248.93115976618816 -38.78809356628272 100000.0 0.0 1575420000.0
GPS_BIII-4__(PRN_14) 194.1995481894573 -19.105026927791368 100000.0 0.0 1575420000.0
GSAT0102_(GALILEO-FM2) 192.25055697990183 -45.6601660023094 100000.0 0.0 1575420000.0
GSAT0218_(GALILEO_22) 221.21564582039798 0.4564365455841677 100000.0 0.0 1575420000.0
BEIDOU-2_G5_(C05) 236.87285744965578 4.367270940239583 100000.0 0.0 1575420000.0
BEIDOU-2_G6_(C02) 266.10584646138574 2.8835382207375093 100000.0 0.0 1575420000.0
BEIDOU-3S_IGSO-1S_(C31) 282.0144274894014 -23.3456138768305 100000.0 0.0 1575420000.0
BEIDOU-3S_M2S_(C58) 236.25661029543178 -62.592703282611396 100000.0 0.0 1575420000.0
BEIDOU-2_IGSO-6_(C13) 255.11130729507778 -45.7898339079012 100000.0 0.0 1575420000.0
BEIDOU-3_M8_(C28) 273.73204732162156 -50.48573262807662 100000.0 0.0 1575420000.0
BEIDOU-3_M19_(C41) 257.05711027775845 -0.37287421923932007 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(C60) 261.60928193150033 1.476285832376664 100000.0 0.0 1575420000.0
