#format:name ra_d dec_d i spi freq0
GSAT-8_(GAGAN/PRN_127) 232.51004456855242 4.488944573299875 100000.0 0.0 1575420000.0
GSAT-10_(GAGAN/PRN_128) 264.8869394400583 3.4061478453959095 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(PRN_144) 261.40287353531056 1.4866634244050672 100000.0 0.0 1575420000.0
GPS_BIIF-8__(PRN_03) 248.5446418497693 -38.402061482802765 100000.0 0.0 1575420000.0
GPS_BIII-4__(PRN_14) 193.8878530213462 -19.494000770453866 100000.0 0.0 1575420000.0
GSAT0102_(GALILEO-FM2) 191.92255268523678 -45.36228156325676 100000.0 0.0 1575420000.0
GSAT0218_(GALILEO_22) 221.01336411369516 0.10114884661466166 100000.0 0.0 1575420000.0
BEIDOU-2_G5_(C05) 236.66647145110596 4.379938106000188 100000.0 0.0 1575420000.0
BEIDOU-2_G6_(C02) 265.9000915583315 2.899692172575057 100000.0 0.0 1575420000.0
BEIDOU-3S_IGSO-1S_(C31) 281.868418552082 -23.505402261183416 100000.0 0.0 1575420000.0
BEIDOU-3S_M2S_(C58) 235.38892221004812 -62.701837062252935 100000.0 0.0 1575420000.0
BEIDOU-2_IGSO-6_(C13) 254.914166215284 -45.612944068236935 100000.0 0.0 1575420000.0
BEIDOU-3_M8_(C28) 273.25567749229805 -50.77175786573321 100000.0 0.0 1575420000.0
BEIDOU-3_M19_(C41) 256.8403393871849 0.024538615569942256 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(C60) 261.40287353531056 1.4866634244050672 100000.0 0.0 1575420000.0
