#format:name ra_d dec_d i spi freq0
GSAT-8_(GAGAN/PRN_127) 232.56066421922685 4.487472472695904 100000.0 0.0 1575420000.0
GSAT-10_(GAGAN/PRN_128) 264.9374485524361 3.406104862349839 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(PRN_144) 261.4534095420995 1.4841200252083377 100000.0 0.0 1575420000.0
GPS_BIIF-8__(PRN_03) 248.63893360004093 -38.496749473908615 100000.0 0.0 1575420000.0
GPS_BIII-4__(PRN_14) 193.9643453491235 -19.398807315711654 100000.0 0.0 1575420000.0
GSAT0102_(GALILEO-FM2) 192.00258332667445 -45.43531812760066 100000.0 0.0 1575420000.0
GSAT0218_(GALILEO_22) 221.06291428930157 0.18817072002711535 100000.0 0.0 1575420000.0
BEIDOU-2_G5_(C05) 236.71700179037063 4.376836945796345 100000.0 0.0 1575420000.0
BEIDOU-2_G6_(C02) 265.95046774673114 2.8957354788883207 100000.0 0.0 1575420000.0
BEIDOU-3S_IGSO-1S_(C31) 281.9041930631417 -23.46628802596554 100000.0 0.0 1575420000.0
BEIDOU-3S_M2S_(C58) 235.60194556844561 -62.675581850922356 100000.0 0.0 1575420000.0
BEIDOU-2_IGSO-6_(C13) 254.9623240751582 -45.65630324806645 100000.0 0.0 1575420000.0
BEIDOU-3_M8_(C28) 273.3728185056691 -50.70187773950278 100000.0 0.0 1575420000.0
BEIDOU-3_M19_(C41) 256.89337471976353 -0.07277042822644085 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(C60) 261.4534095420995 1.4841200252083377 100000.0 0.0 1575420000.0
