#format:name ra_d dec_d i spi freq0
GSAT-8_(GAGAN/PRN_127) 231.27801767916682 4.524846409764823 100000.0 0.0 1575420000.0
GSAT-10_(GAGAN/PRN_128) 263.65761890166823 3.4071826149197957 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(PRN_144) 260.17295108492107 1.5496244408305717 100000.0 0.0 1575420000.0
GPS_BIIF-8__(PRN_03) 246.30799093709973 -36.04527416009831 100000.0 0.0 1575420000.0
GPS_BIII-4__(PRN_14) 191.9832912379224 -21.819833956141125 100000.0 0.0 1575420000.0
GSAT0102_(GALILEO-FM2) 190.023129137992 -43.55003762838416 100000.0 0.0 1575420000.0
GSAT0218_(GALILEO_22) 219.80206732590173 -2.040469292957297 100000.0 0.0 1575420000.0
BEIDOU-2_G5_(C05) 235.43663882637335 4.455916800906681 100000.0 0.0 1575420000.0
BEIDOU-2_G6_(C02) 264.6740964537935 2.9970330487514953 100000.0 0.0 1575420000.0
BEIDOU-3S_IGSO-1S_(C31) 280.9949370015546 -24.463298219419777 100000.0 0.0 1575420000.0
BEIDOU-3S_M2S_(C58) 230.06461867449664 -63.24880888029935 100000.0 0.0 1575420000.0
BEIDOU-2_IGSO-6_(C13) 253.76414583593427 -44.539186980302674 100000.0 0.0 1575420000.0
BEIDOU-3_M8_(C28) 270.28424347686155 -52.45394039658185 100000.0 0.0 1575420000.0
BEIDOU-3_M19_(C41) 255.55601042443453 2.4128510031804167 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(C60) 260.17295108492107 1.5496244408305717 100000.0 0.0 1575420000.0
