#format:name ra_d dec_d i spi freq0
GSAT-8_(GAGAN/PRN_127) 233.07539686139168 4.472351432442743 100000.0 0.0 1575420000.0
GSAT-10_(GAGAN/PRN_128) 265.45105014592616 3.4056705520297235 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(PRN_144) 261.9672967472692 1.4581428073889267 100000.0 0.0 1575420000.0
GPS_BIIF-8__(PRN_03) 249.61465993742073 -39.461645049857154 100000.0 0.0 1575420000.0
GPS_BIII-4__(PRN_14) 194.73792066384158 -18.42066614619482 100000.0 0.0 1575420000.0
GSAT0102_(GALILEO-FM2) 192.82953909239018 -46.18071324459157 100000.0 0.0 1575420000.0
GSAT0218_(GALILEO_22) 221.56579274593824 1.0796554430873464 100000.0 0.0 1575420000.0
BEIDOU-2_G5_(C05) 237.23082526355026 4.345019314773359 100000.0 0.0 1575420000.0
BEIDOU-2_G6_(C02) 266.4627113421244 2.855212108888128 100000.0 0.0 1575420000.0
BEIDOU-3S_IGSO-1S_(C31) 282.26563345389144 -23.064697167017886 100000.0 0.0 1575420000.0
BEIDOU-3S_M2S_(C58) 237.7606792924846 -62.38892779138953 100000.0 0.0 1575420000.0
BEIDOU-2_IGSO-6_(C13) 255.45589418459608 -46.099241706098724 100000.0 0.0 1575420000.0
BEIDOU-3_M8_(C28) 274.5511822306238 -49.97942654562105 100000.0 0.0 1575420000.0
BEIDOU-3_M19_(C41) 257.4343446528431 -1.070775517398999 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(C60) 261.9672967472692 1.4581428073889267 100000.0 0.0 1575420000.0
