#format:name ra_d dec_d i spi freq0
GSAT-8_(GAGAN/PRN_127) 230.75896319510866 4.539794163653808 100000.0 0.0 1575420000.0
GSAT-10_(GAGAN/PRN_128) 263.1396984588934 3.407620922038599 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(PRN_144) 259.6548119508441 1.5763505677142589 100000.0 0.0 1575420000.0
GPS_BIIF-8__(PRN_03) 245.40410681907966 -35.03886471793418 100000.0 0.0 1575420000.0
GPS_BIII-4__(PRN_14) 191.15955796747582 -22.788531789266685 100000.0 0.0 1575420000.0
GSAT0102_(GALILEO-FM2) 189.25380860024808 -42.7791211313379 100000.0 0.0 1575420000.0
GSAT0218_(GALILEO_22) 219.28812906719517 -2.9417422316451187 100000.0 0.0 1575420000.0
BEIDOU-2_G5_(C05) 234.91851133563497 4.487719722250475 100000.0 0.0 1575420000.0
BEIDOU-2_G6_(C02) 264.15760197689764 3.0380059140110522 100000.0 0.0 1575420000.0
BEIDOU-3S_IGSO-1S_(C31) 280.6228412658478 -24.863780936273848 100000.0 0.0 1575420000.0
BEIDOU-3S_M2S_(C58) 227.77650094762328 -63.420794844919676 100000.0 0.0 1575420000.0
BEIDOU-2_IGSO-6_(C13) 253.2915731128642 -44.08345743535014 100000.0 0.0 1575420000.0
BEIDOU-3_M8_(C28) 268.97157066197883 -53.13925031957678 100000.0 0.0 1575420000.0
BEIDOU-3_M19_(C41) 255.0185107713648 3.4142382180731703 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(C60) 259.6548119508441 1.5763505677142589 100000.0 0.0 1575420000.0
