#format:name ra_d dec_d i spi freq0
GSAT-8_(GAGAN/PRN_127) 232.25264882693938 4.4965268531441485 100000.0 0.0 1575420000.0
GSAT-10_(GAGAN/PRN_128) 264.6301133103274 3.4063617607500905 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(PRN_144) 261.14591149979293 1.4998194084080616 100000.0 0.0 1575420000.0
GPS_BIIF-8__(PRN_03) 248.06520437871944 -37.91133439935119 100000.0 0.0 1575420000.0
GPS_BIII-4__(PRN_14) 193.49497767406302 -19.98514134021133 100000.0 0.0 1575420000.0
GSAT0102_(GALILEO-FM2) 191.51609395426314 -44.98405529956188 100000.0 0.0 1575420000.0
GSAT0218_(GALILEO_22) 220.76123119490055 -0.34860093828718464 100000.0 0.0 1575420000.0
BEIDOU-2_G5_(C05) 236.40953520372045 4.3959402387031785 100000.0 0.0 1575420000.0
BEIDOU-2_G6_(C02) 265.6439564278928 2.920129479402566 100000.0 0.0 1575420000.0
BEIDOU-3S_IGSO-1S_(C31) 281.6873993589482 -23.707316017998203 100000.0 0.0 1575420000.0
BEIDOU-3S_M2S_(C58) 234.28700692116772 -62.832580127552525 100000.0 0.0 1575420000.0
BEIDOU-2_IGSO-6_(C13) 254.67058733347235 -45.38852562599289 100000.0 0.0 1575420000.0
BEIDOU-3_M8_(C28) 272.6494461604567 -51.13106357081452 100000.0 0.0 1575420000.0
BEIDOU-3_M19_(C41) 256.5708450069794 0.5271114855164347 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(C60) 261.14591149979293 1.4998194084080616 100000.0 0.0 1575420000.0
