#format:name ra_d dec_d i spi freq0
GSAT-8_(GAGAN/PRN_127) 230.55649120767094 4.545559377634489 100000.0 0.0 1575420000.0
GSAT-10_(GAGAN/PRN_128) 262.9376651264706 3.4077936346026574 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(PRN_144) 259.4526993180638 1.5867408175736912 100000.0 0.0 1575420000.0
GPS_BIIF-8__(PRN_03) 245.05826927565977 -34.646933664956705 100000.0 0.0 1575420000.0
GPS_BIII-4__(PRN_14) 190.83546546120132 -23.161963924813318 100000.0 0.0 1575420000.0
GSAT0102_(GALILEO-FM2) 188.95899867504696 -42.47932141569386 100000.0 0.0 1575420000.0
GSAT0218_(GALILEO_22) 219.08699571912916 -3.290745719620364 100000.0 0.0 1575420000.0
BEIDOU-2_G5_(C05) 234.71639886711142 4.500010500879803 100000.0 0.0 1575420000.0
BEIDOU-2_G6_(C02) 263.95612426994046 3.053877761552065 100000.0 0.0 1575420000.0
BEIDOU-3S_IGSO-1S_(C31) 280.47664267919055 -25.018453189198766 100000.0 0.0 1575420000.0
BEIDOU-3S_M2S_(C58) 226.8830387054064 -63.47795031465259 100000.0 0.0 1575420000.0
BEIDOU-2_IGSO-6_(C13) 253.10894642514026 -43.90636714119273 100000.0 0.0 1575420000.0
BEIDOU-3_M8_(C28) 268.45148958828065 -53.400836659999506 100000.0 0.0 1575420000.0
BEIDOU-3_M19_(C41) 254.80937097745914 3.801422588946591 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(C60) 259.4526993180638 1.5867408175736912 100000.0 0.0 1575420000.0
