#format:name ra_d dec_d i spi freq0
GSAT-8_(GAGAN/PRN_127) 231.2231401082747 4.526418967662145 100000.0 0.0 1575420000.0
GSAT-10_(GAGAN/PRN_128) 263.60286000963333 3.4072298508062366 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(PRN_144) 260.1181688716435 1.5524204535207498 100000.0 0.0 1575420000.0
GPS_BIIF-8__(PRN_03) 246.2117692305471 -35.940182124829214 100000.0 0.0 1575420000.0
GPS_BIII-4__(PRN_14) 191.89710348209104 -21.921653552330504 100000.0 0.0 1575420000.0
GSAT0102_(GALILEO-FM2) 189.94120526285792 -43.46946106640247 100000.0 0.0 1575420000.0
GSAT0218_(GALILEO_22) 219.74783367438854 -2.134932017137081 100000.0 0.0 1575420000.0
BEIDOU-2_G5_(C05) 235.38185817508244 4.459256252457134 100000.0 0.0 1575420000.0
BEIDOU-2_G6_(C02) 264.619486766055 3.00132853206296 100000.0 0.0 1575420000.0
BEIDOU-3S_IGSO-1S_(C31) 280.95557278794695 -24.50534431389851 100000.0 0.0 1575420000.0
BEIDOU-3S_M2S_(C58) 229.82545752413907 -63.268473979695685 100000.0 0.0 1575420000.0
BEIDOU-2_IGSO-6_(C13) 253.71381452692825 -44.4915271765022 100000.0 0.0 1575420000.0
BEIDOU-3_M8_(C28) 270.1479548407803 -52.52641762031074 100000.0 0.0 1575420000.0
BEIDOU-3_M19_(C41) 255.4991113515634 2.517912416963694 100000.0 0.0 1575420000.0
BEIDOU-3_G2_(C60) 260.1181688716435 1.5524204535207498 100000.0 0.0 1575420000.0
